headline,label
चीन को पूरी दुनिया के सामने झुका देना भारत की अब तक की सबसे बड़ी कूटनीतिक जीत में से एक है MasoodAzhar,0
डिवाइडर दर्द अभी कम भी नही हुआ था और रडार आ गया भक्त कहिन \U0001 f923 \U0001 f923,1
सुरजेवाला व कपिल सिब्बल ने UN को लेटर लिखकर मांग की है कि मसूद अजहर को इंटरनेशनल आतंकी घोषित मत करो इससे BJP को फायदा होगा,0
हाल हीं में श्रीलंका में जो बम धमाके हुए थे उसके बाद वहां की सरकार ने जाकिर नाइक के टीवी चैनल पर बैन लगाने का फैसला किया है ।,0
आंख हैं भरी भरी और तुम मुस्कुराने की बात करते होवोट तो डूब गई इनकी भी वीडियो में भड़ास निकाल सकते हो । h ttpstco w19189,0
भाजपा को इस समय वोट चाहिए वो भी जनता को जातीधर्म नेहरूराजीव गांधी का नाम लेकरदेश की समस्याओं पर अगर,1
टिकिट देने से पहले ये तो पता कर लेते कि सेना में थे या बीएसएफ में वैसे इन्हें बीएसएफ से बर्खास्त किया गया था h ttpst,0
अब बोला ना जाओ ना दिबांग । दलला अपने पास जमा माल विदेशों में जमा इसका हरामी रहा है,1
किसी का दिल तोडना आज तक नही आया मुझे प्यार करना जो अपनी माँ से सीखा है मैंने ।,0
श्री राम रावण का वध कर्ते हैं लेकिन उनका अपमान नहीं करते । राजधर्म और राजनीति में फ़र्क़ होता है h ttpstcoYdDX eu2Vbx,0
मोदी जी डिजिटल कैमरे और ई मेल का उपयोग 1987 से कर रहे हैभारत मे ई मेल सुविधा विदेश संचार निगम लिमिटेड द्वारा 1995 में शुरू की गई थी मोदी जी ने रास्ते मे एक कविता लिखी थी पर जो पेज पढ़ने के लिए मंगवाया वो प्रश्न के साथ प्रिंटेड थामूर्ख हैं तो मोदी है,1
किसी ने नहीं माना है बस गुलामो को छोङ कर,0
अमेठी कस्बे में का रोड शो शुरु httpstcoo o9ki3AraN,0
पाकिस्तान केबालाकोट में भारतीय वायुसेना की एयर स्ट्राइक में 130 से 170 आतंकवादी मारे गए थेइसका खुलासा करने वाली इटली की,0
अभी तक यह इन लोगो ने नही कहा था तो मुझे चिंता होने लगी थी कि AAP चुनाव लड़ भी रही है या नही अभी चिंता का एक और विषय है,0
23 मई को इसका उतरा हुआ मुह देखने लायक होगा जब NDA प्रचंड बहुमत से जीतेगी,0
शहीदों के नाम पर वोट माँगकर उनकी शहादत को अपमानित करने वाले प्रधानमंत्री ने कल अपनी बेलगाम सनक में एक नेक और पाक इंसान,1
apky 100 lafzoo ki khani kaha hai,0
जिस गुड़िया के नाम पे सत्ता में आये आज यही प्रवचन दे रहे हैं rape पे राजनीति न करे । न अपने किसी को ससपेंड किया । और अब केस को दबाने की कोशिश कर रहे हो । \U0001f602,1
Hamaari THORian THORon se kam hai ke \U0001 f60e \ u270c \U0001 f602 httpst coV4B39UO xqt,0
इससे ज्यादा मानसिक दिवालियापन क्या हो सकता है,0
लोग अब यह भी करने लगे शॉपिंग मॉल में,0
ये व्यापार बंद हुआ तभी तो इन्का मन डरा हुआबिती गल्तियों का खुलासा हुआऐसे ही गुरू नही कहता हुआ तो हुआ,0
जीवन मे किसी के मदद की जरुरत हो तो अवश्य ले शर्माए नही httpstc o1Bw8tGM onG,0
अब अच्छा लग रहा है प्लीज़ अब रुकना मत और जोर से मुझे चूत में खुजली हो रही है । httpstc o7 ncQQ vbMhZ httpstco,0
हाय री किस्मत यह भी अभी होना था कांग्रेसयह मोदी तो हमें 40 से 4 पर ला कर छोड़ेगा,0
जब इन लोगों को मौका मिला तो इन लोगों ने बिजली में भी घोटाला कर दिया ।जब मुझे सेवा का अवसर मिला तो ढाई करोड़ से ज्यादा,0
पप्पू 2019 में PM बनेगा ऐसे विचार उन्ही लोगों के हैंजो सड़क किनारे बैठे हकीम से गुप्त रोगों का इलाज करवाते हैं \ U0001 f602 \U0001f64 f,1
समझ में नहीं आ रहा कि देश में चुनाव हो ही क्यों रहा हैसभी संस्थाएं सारी एजेंसियां तो मोदी जी के पास है ही वह अपने,1
तुम्हें ना देखकर कब तक सबर \U0001f338 करू आंखें तो बंद कर लू पर इस दिल का क्या करू \ U0001f464 \U0001f343 \U0001 f343,0
तानाशाही है सब करेगी वंहा,0
2019 का चुनाव भारतीय जनता पार्टी नहीं भारतीय जनता लड़ रही है । httpstcoU5P0S y6Ahb,0
कांग्रेस पार्टी के मसूद अजहर जी आतंकवादी घोषित हो गए \U0001 f44c कुछ बोलेंगे जी अब,1
ISIS के आतंकवादियों को हराना है काफिरों और मूर्ति पूजा करने वालो के हत्यारो के समर्थकों को हराना है । httpstcoRo P6R,0
Chutiya hai o,1
हार गये,0
पत्नी मेरे बाल सफेद होते जा रहे है व्हाॅट शुड आय डु पति व्हाय डोन्ट यु डाइ,0
mein baccho ki kasam khata hoon ki mujhse bada jhootha koi nahin hai ji \U0001 f602 \U0001 f602 \U0001 f602 \U0001f602,1
fridayThoughts कबीर साहेब कहते हैं चारों वेद कतेब झूठे नहीं है । झूठे वह धर्मगुरु है जो इनको समझ नहीं पा रहे हैं । अग,0
सूझवान वोटर लुटेरों को सबक़ सिखाएगाहर इक देश प्रेमी कमल का बटन दबाएगा आएगा आएगा फिर मोदी आएगा,0
अरे तुम कब आयी \U0001 f631,0
जो व्यापारीयह बोल रहे हैं कि हम GST के कारण बर्बाद हो गएवो यह बताएंकि GST तो आप जनता से लेते हैं फिर बर्बाद आप कैसे,0
Qabool hai,0
कबीरा तेरे देश में नएनए विचारबारिशबादल से फैल हुए रडार,1
तेजबहादुर यादव BSF का बर्खास्त जवान और टोटिचोर अखिलेश यादव2017 का यह फोटो है। अब समझ मे आया ये दाल रोटी के वीडियो डालकरसरकार,1
यहां किसानों का 2 लाख तक का कर्ज माफ होना था।किसानों के घर आज पुलिस आ रही है बैंक किसानों को कर्ज नहीं दे रहे । मध्य प्र,0
ड्रैगन झुका मसूद अज़हर अंतर्राष्ट्रीय आतंकी घोषित हुआ संयुक्त राष्ट्र को भी EC का नोटिस तो नहीं भेजा जाएगा MasoodAzharUNSC vinayshukla,0
जिस तरह से बंगाल में अराजकता फैली हुई हैBJP कार्यकर्ताओं की हत्या कर दी जाती हैTMC के आतंकवादी लोगों को मतदान तक न,0
ISIS का दावा हमने भारत मे प्रांत की स्थापना की isisterrorist httpstco auKyZQUfHx,0
जैसे तड़ीपार मर्डर कर के सबूत मिटा देता है वैसे ही भी अनपढ़ जाहिल की रडार टेक्नोलॉजी वाली डिलीट कर देते,0
हालातो के आगे जब साथन जुबां होती हैपहचान लेती है खामोशी में हर दर्दवो सिर्फ माँ होती है \ U0001 f61a \U0001f60 d,0
जब “ Time “ पत्रिका ने 2014 और 2015 मे मोदी जी की तारीफ़ की थी तो भाजपाई बहुत ख़ुश थे अब देश को टुकड़े टुकड़े करने वा,0
बिक गया केजरीवालदो पट्टी की चप्पल पहन के सब को झूठ बोलता है आत्म मुग्ध बौना \U0001f447 httpst coEXN pfVcFxu,1
Modi hai to mumkin hai,0
मौलाना मसूद अजहर पर बैन लगवाने से कुछ नही होगा मोदी जी जबतक हिना रब्बानी को भारत नही ले आते तबतक हम नही मानेंगे,0
खुद की लिखी हुई शायरी डालूँ या कॉपी पेस्ट करूँ या पॉलिटिकल ट्वीट स्टार्ट करूँ \U0001 f602 ThePhenomen alS,0
\U0001 f602 \U0001 f602 \U0001 f602 \U0001 f602 आज केज़रू की ख़ैर नहीं,1
और पप्पू को राफेल के दाम भी नही पता डूब मरो ते चमचो,1
अपनी सेल्फी मुझे टैग करते रहें \U0001 f603 VoteKar VoteDo httpstcoxdYkM dqV80,0
लगता है इस आपराधिक प्रवृत्ति के चार बार सज़ा पाए पाकिस्तानीयों के यार गद्दारी के लिए BSF से निकाले गए फौजी की मर्दानगी चेक कर चुकी हैं मैडम,0
Graound report hai bhai sare chutiye Gurgaon me baste hai,1
दोबारा मत पूछना कि कांग्रेस ने 60 सालों में क्या किया ht tpstcoAAhO4M55 wa,0
आखिरकार सच मान ही लिया संसद की लोक लेखा समितिपीएसीकमेटी ने कि ऑगनबाडी बहिनें बहुत ही कम नाम मात्र 4500रू •मानदेय पर कार्य कर रही है । और जब चुनाव आते है तो झूठा आश्वासन देकर हर दल इनके साथ छलावा करता है । अब भी न्याय न मिले तो धिक्कार है केंद्र और राज्य सरकार पर httpstcoprT hdDuNLX,1
भाई गलतफहमी में न रहियो आर एस एस तो यही रहेगी कोइये या हिंदुस्तान में रहके तकलीफ है तो वो अपने बोरी बिस्तर समेट के कहू भी जा सके कोई रोकेगो नाय।राम राम सा,0
राह रास्ते तो हमेशा से सीधे ही थे लेकिन हर चौराहे पर ईमानदरो की तफ्तीश क्यूं हो रही वो चोला पहने ही निकल लिये और ईमानदार को सच्चाई का हेल्मेट भी बचा नही पाया ।,0
अगर कोई लोन वूल्फ़ ट्रक ले कर चढ़ जाए फ़्रांस की तरह,0
यह वीडियो हरियाणा का फरीदाबाद का होने का दावा किया जा रहा है यह वीडियो भारत का LokSabhaElection s2019 का है दुख‌ इस,0
अच्छा सुनो \U0001 f4e3 जब तक पप्पू प्रधानमंत्री नही बन जाताम तुम्हें युहीं परेशान करता रहूंगा \ U0001f639 \U0001 f639 \U0001 f602 \U0001 f602 ठीक है \U0001f608,1
हरियाणा में चुनाव निर्विघ्न सम्पन्न प्रदेश की जनता व चुनाव आयोग को साधुवाद,0
एक दम से देखता हूँ तो ऐसा लगता हैममता डायन मांग रही है ।,1
Halo hai hai halo,0
चुनाव आयोग ने भाजपा मे शामिल होने का इन्कार कियाफिलहाल बाहर से ही समर्थन जारी रहेगादेशहित मे \U0001 f605 \U0001 f606 \U0001 f609 httpstc o0EzZ,0
लगता है इस बार अमृता का पत्ता कट और स्वडा बनेंगी मिसेज दिग्विजय,0
अब होगा न्याय,0
भांड है नौटंकी ही करेगा । । । । ।,1
इलाहाबाद कमलानेहरू अस्पतालमें ट्यूमरसे जूझरही एकबच्ची निजी विमान छहसीटर होनेके वजहसे बच्च ीऔर उसके मातापिताके साथ मोहम्मद,0
लोकतंत्र का चौथास्तंभ अब मीडिया नहीसोशलमीडिया हैइसे संशोधित किया जाए \U0001 f913 आप जैसे journalis tसे डर भी लगता हैं,0
माँ को प्यार दें सम्मान दें आदर दें जिस माँ ने ऊँगली पकड़ चलना सिखाया बुढ़ापे में उस माँ की लाठी बनें कह,0
मुझको हर हाल में बख़्शेगा उजाला अपनाचाँद रिश्ते में तो लगता नहीं मामा अपनामैंने रोते हुएपोंछे थे किसी दिन आँसूमुद्द,0
दिग्विजयसिंह जी ने अपना मत न डालकर भारतीय लोकतन्त्र के प्रति घोर लापरवाही की । ऐस लापरवाह नेता को भोपाल से हारने से कोई नहीं रोक सकता ।,0
जब प्रियंका अमेठी में बोल रही थी कि मोदी झूठ बोलता है उस वक़्त राहुल गांधी कोर्ट में झूठ बोलने पर माफीनामा दे रहा था,0
आज भी कश्मीर में सो सुअर मार दिए हम लोगो ने,0
कहां भाग गया लालू का लाल।बहुत गुंडागर्दी फैलाई है लालू ने और आज उसका असर समाज को झेलना पड़ रहा है ।,1
गजब हो गयाअब इतने ही स्पीडवा सेजायेगा तो फेकेंद्र मोती लाल पराठा ही httpstcoo d97 vqCFX3,0
अगर ये रेड 2 हफ्ते पहले पड़ी होती तो कांग्रेस अपने मेनिफेस्टो मे Income tax department खत्म करने का वादा भी कर देती । धू,0
ये वो लोग हैं जो भीक नहीं मागतेऐसा लोग नजर आये तो कुछ खरीद लीजिये । इनकों सिर्फ दो वक्त की रोटी की ज़रूरत है कोई बहुत बड़ा आदमी नहीं बनना है । । httpstc ojLF2gVUQN3,0
बेचारा इतना मजबूर और कमजोर है कि मां बहन की गाली बकने वालों की भी रिपोर्ट क,0
ये कितने भी हवन करा दें ये कितने भी जनेऊ दिखा दें पुलिस को भगवा ड्रेस भी सिलवा दें लेकिन भगवा में जो आतंक के दाग लगाने की इ,1
इने पढ़ना लिखना थोड़ी ही आता है \ U0001 f602 \U0001 f602 \U0001f602,0
यह हैं मोहम्मद कैफ़ जो कि हाफ़िज़ हैं और बी टेक कम्प्यूटर साइंस कर रहे हैं । कमाल यह है कि वो मवाना की एक मस्जिद मे तरावीह,0
ये है दिल्ली के बलविंदर सिंह अंकल 84 नरसंहार में इन्होंने अपना सबकुछ खो दिया इनकी सारी संपत्ति जल गई थी और वह सड़क पर आ गए,0
मोदी पाकिस्तान पर हमला करने जा रहे हैंसिपाही सर ये तो खराब हैमोदी अरे इसीलिए तो काला पेंट कराया है कि,0
Wednesd ayW isdomश्री कृष्ण के मरने के बाद में गोपियों को भीलों ने लूटा और अर्जुन को भी पीटा फिर भी लोग कृष्ण को ही भगवान मान,1
ऊँ श्री हरि विष्णु,0
लो जी मिल गया हिन्दू आतंकवादी \U0001f447 \U0001f447 httpstcogCeC5 jjisI,1
बच्चा रोया तो माँ बोली सोजा नही तो गब्बर आ जायेगाबच्चा नही माँआयेगा तो मोदी ही,0
चार चार उंगलियो से vote डालने वाला एक मात्र आदमी \U0001 f923 \U0001 f923 \U0001 f923 httpstcogm h0dp w6t5,0
आज गजब का उत्साह देखा वोटरों में मोदीजी के प्रतिहर 10 में से 8 व्यक्ति सुई धागा लेकर आया था साहेब का झोला तैयार करने,0
लाहौरमस्जिद में फटा बम कम से कम 40 मर े। बमजान मुबारक,1
जो भी कांग्रेसी प्रत्याशी यह मान रहा हो कि वह हार रहा है तब प्रियंका को बुलवालेसिर्फ हारने से काम नही चलेगा जमान,1
Shameless hai Sabhi,1
एक काँग्रेसी चमचा आज कह रहा था वो भी क्या दिन थे जब 4 लोग साथ मे लौटा लेकर जाते और साथ बैठकर हगते हुए सुख दुख की बाते,1
क्या तेज बहादुर का पर्चा किसी दबाव में कैंसिल करवाया गयाक्या चुनाव आयोग कठपुतली बन गया ⁦⁩ ⁦⁩ ⁦,0
मणिशंकर की जगह सैम पित्रोदा ने पूरी कर दी सेल्फगोल,0
म्हारे हरियाणा के भाईयों बहनों जे संसार राखणीं है भारत की चौधर बराकर तो 1010 में लाओ चौकीदा र। MeraVoteModiKo,0
आठ दिन की राजनीति का पैदाइस निरहुआ अपने आप को त्रिलोक का सबसे बड़ा प्रतापी बता रहा है निरहुआ कह रहा है कि वह भगवान का,1
Time Time ki baat hai सिर्फ पांच साल में मोदी जी कहां \U0001 f44d से कहां \U0001 f44e पहुंच गए।सब कर्मो का फल है । httpstc,0
प्लेन को बादल में छुपवा दियाये आदमी पीएम होकर कैसे इतना झूठ ऑन कैमरा बेशर्मी से बोलता है भाई हिम्मत और बेशर्मी की,1
Karma जिस गली में आग लगते घरों को देखकर मौज लेते थेभूल गए कि उसी गली में मेरा घर भी है httpst coMBjPLqMGL a,0
कांग्रेस ने देश को आजादी दिलाई नवजोत सिंह सिद्धूगद्दार तू 1984 भूल गया क्या,1
शीला दीक्षित ने दिल्ली के सीएम से कहा ‘क्यों गलत अफवाह फैला रहे हो कोई काम नहीं हो तो खाने पर आएं ’ केजरीवाल ने दिया यह जवा,1
कांग्रेस ने मध्य प्रदेश के किसानों से ये कह कर वोट लिया था कि 10 दिन में 2 लाख रुपये तक का कर्ज माफ़ कर देंगे । वो 10 दिन कब,0
हालत ये है कि आदमी रात मे लघुशंका के लिए भी उठ रहा है तो कांग्रेस के खिलाफ तीन चार पोस्ट डालकर ही सोता है \ U0001 f61c \U0001 f923 \U0001f602,1
SHUTTYUUPPPP this is cute,0
बहुत तगड़ा माल फुकता है बाबाइस घोचु की हरकतें देखके नेताजी भी सोचता होगाBC गुप्त दान कौन दे गया होगादरसल टीपू,1
कागरेस का तुरुप का पत्तामसूद अजहर तो गया,0
मैंने हर गरीब के दर्द को समझा है उसके दर्द को सुना है उसकी बीमारी को समझा और उसकी जिंदगी को जाना है इसलिए आयुष्मान भारत,0
हमारे देश में हर दिन माँ का ही होता है । हिंदुस्तान में हर इंसान के पास कम से कम 3माँ होती हैं ।जन्म देने वालीमाँजहां ह,0
भाई इंडिगो वाले १० बार नाम ले कर “लास्ट कॉल लास्ट कॉल” चिल्लाए हैं और ख़ुदहै फ़्लाइट २० मिनट लेट कर दिए हैं मतलब पू,0
जब कांग्रेस की सरकार थी तब 80 रुपए पेट्रोल थी तो यही चीज कांग्रेस पे लागु नही होगा,0
मेरी बात पर अमेरिका की मुह र। श्रीलंका में हुए बम धमाके और जप्त किया हुआ गोला बारूद SriLank को दहलाने के लिए लाये गए,0
वोटजरूरकरें \U0001f449 क्योंकि 1776 में अमेरिका में 1 वोट ज्यादा मिलने से जर्मन भाषा के स्थान पर अंग्रेज़ी भाषा बनी 1875 में फ्रांस में मात्र 1 वोट से राजतंत्र के स्थान पर जनतंत्र आया 1923 में 1 वोट ज्यादा मिलने से हिटलर नाजी़ पार्टी का प्रमुख बना और तानाशाही युग की शुरुआत हुई,0
अच्छी बात है तो अब कोर्ट को इसको बेज्जत बरी करे बीना टोच्चर httpstco1 ruThHmqms,0
मा कसम कोई इसको 5 एकड़ का प्लॉट दिखादो और बोलो ये भारत का झंडा है ये उसकी फोटो लगा देगा वैसे इसके मा बाप तो स्कॉटिश है ना,0
कमेन्ट मे जय श्री राम लिखते ही सिद्धू को चप्पल लगेगी खुद ट्राई करे मै ने भी किया फिर शेयर कर रहा हूँ ॥,1
जो खुद के लिए नही गरीबो के लिए जीत हैउसी को लोग चौकिदार कहते है और येसाकेवल मोदी जी कर सकते दूसरा कोई नहीनमो नमो \U0001 f64f \U0001 f64f \U0001 f6a9 \U0001 f525 \U0001 f1ee\U0001f1f3 \U0001 f1ee\U0001f1f3,0
httpstcoUyx fvJU llRये देखो मोदी जी ने मेहुल चौकसी को भाई कहाअब बताओ क्या ख्याल है,1
क्या खेल खेल रही है ममता \U0001 f611 ये लोकतंत्र हैं इसे हिटलर तंत्र बनाया हुआ है \U0001 f611 वोट के लिए कहा तक गिर सकती हैं ममता वीडियो में देखे सक,1
आप वाले अब सच्चे आरोप भी लगाएंगे तो जनता झूठ समझेगी किउंकि आपियों ने झूठ बोल बोल के अपनी इमेज ही ऐसी बना ली है इसे कहते हैं अपने हाथ से अपनी कब्र खोदना भेड़िया आया भेड़िया आया वाली कहानी तो याद होगी,1
सुनती हो कब आओगीतुम्हारे हिस्से का खून मच्छर पी रहे हैं \ U0001f610 httpstcoU b83cmT i5k,1
खाली मेरे चाचा पर विशेष नज़र बनाए रखिए ।प्यारे चाचाआपने अपना क्या हाल बना लिया है । शायद अब घुटन नहीं होगी,0
कांग्रेस के एक बयान बहादुर मुंहफट ने कहा कि मोदी को ऐसा छक्का मारो कि सीमा पार मरे।कांग्रेस वालों को आपके मोदी से इतनी नफ,1
बड़ी खबरसंयुक्त राष्ट्र ने मसूद अजहर को वैश्विक आतंकी घोषित किया । अब बोलो चमचों \U0001f912 मोदीहैतोमुमकि नहै \ u270 c\ufe0f DeshBol,1
कांग्रेस सरकार की नीयत सही होती तो वो अलवर में जो हुआ उसे छिपाने में दबाने में नहीं लगती । लेकिन नहीं इनके पास तो एक ही जवाब,1
एक जवान के आगे 56 इंच से सिकुड़ के कितना रह गए कोई बता सकता है क्या,0
इससे ज्यादा नहीं मिलेगा बाबा \U0001 f602 \U0001 f923 \U0001 f602 \U0001 f923 \U0001f602,0
तेज़बहादुर मोदी जी के खिलाफ ही क्यू लड़ रहा हैकन्हैया के खिलाफ़ क्यू नहीकन्हैया कुमार ने तो फ़ोजियो,0
माँ का दिन नही होतामाँ से ही दिन होता है \ u2764 सब पोस्ट कर रहे हैलव यू माँवास्तव मे सच्चाई क्या हैघर के चाहे माँ,0
तुमने दी आवाज लो मै आ गयाबादलों को छुपा कर मै अा गयारडार को भी बादलों में छुपा कर अा गयातुम्हारा फेकू रडार के साथ अा गयातुमने दी आवाज लो मै आ गया,0
इसको पप्पू नहीं तो क्या बोलेंगे h ttpstc ofFF7BUDIcI,0
आज एक चूया कांग्रेसी और आपीये चमचे से बात हुई । बोले जब गीदड़ की मौत आती है तो वो शहर की तरफ भागता है । हम बोल कौन चूया था वो,1
कांग्रेस के “मसुद अज़हर जी “ तो गयो 10 जनपथ मे शोक की लहर हाथी घायल और साईकल पंचर होने की ख़बर साथ साथ आ रहीEVM छो,0
सुप्रभात मेरी प्यारी बहन जी \U0001f490 \U0001 f64f हर हर महादेव \U0001 f6a9 \U0001f64 f,0
क्योंकि अब ये टी एन शेषन वाला चुनाव आयोग नही जिसके समय राजनीतिक पार्टियां धींगा मुश्ती करने की सोच भी नही सकतीं थी । अब तो चुनाव आयोग के संज्ञान में लाने वाले को साबित करने की भी जिम्मेदारी नही तो जेल।,0
सब मिलकर प्रेम से बोलो नाईस पिक्चर httpstcoNU qkPP hcbx,0
नहीं झुके ये शीश तुम्हारा ये वादा हमारा है खुद्दारी का सम्मान हो हर संकट में साथ हमारा है । NyayF orMazdoor htt,0
दिल्ली के चुनाव आये तो 1984 दंगो मेंसिखों का कत्लेआम याद दिलवा दियालेकिन 2002 गुजरात दंगों में मुस्लिमों काकत्ले,1
आप खुद टरर् टर्र कर अपने को देशद्रोही साबित कर रहें हैं,1
कांग्रेस MC नेर चौक में करेगी सर्जिकल स्ट्राइक BJP चेयरमैन amp वाईस चैयरमैन की होगी छुट्ट ी। कांग्रेस लायेगी अविश्वास प्रस्ताव Advance News Himachal Buero httpst coOxqNP qfBkR,0
गुजरात कांग्रेस के नेता शंकर सिंह वाघेला ने बड़ा बयान दिया है LokSabhaElectio n s2019 httpstc o4HmKIUMTqP,0
महाराष्ट्र राज्य मानवाधिकार आयोग को भेजी गई शिकायत यह शिकायत कैप्टन नितिन दात्रे जोशी ने की थीलेकर्नल पुरोहित प्रसाद श्,0
पप्पू लाल इस लिए हाथ दिखा रहा है वह जानता है फिर एक बार हाथ से सता गई,1
मैं मतदान करके कमरे से जेसे ही बाहर निकला लाइन में खड़े मेरे मित्र ने पूछावोट डाल दिया मैने कहा हांमैंने अपना वोट,0
पप्पू का जीजा पगलेट,1
हा मुझे पता है \ U0001 f602 \U0001f602,0
यहाँ सहिष्णुअहिंसकसर्व धर्म समभाव हिंदू हैंहमारी विनम्रता को कमजोरी समझा गया और कुछ स्वार्थी राजनीतिज्ञ जिस थाली में खाते हैं उसी में छेद कर रहे हैंजितनी उदारता यहाँ है विश्व में और कहीं नहीं मिलेगी,1
मोदी भक्त आज इतने खुश हैंजैसे इनकी अम्मा के लोंडा हुआ हो \ U0001 f923 \U0001 f923 \U0001 f923 \U0001 f923,1
3120 is mostYeh maths sirf sindh k schools main he ho sakta hai \U0001f601,0
Me khoobsurati me kisi se pichey nhi hunMery sath masail sirf zuban k hain \U0001f609,0
यस वोट करों,0
हरियाणा के गुरूग्राम लोकसभा क्षेत्र में चार मई को गरजेंगे राहुलगाँधी LokSabhaElections Vot e4Congre,0
इनको अगर जरा भी मौका मिला तो ये देश की रक्षा सुरक्षा को खतरे में डाल देंगे और देश सुरक्षित नहीं होगा तो विकसित नहीं होगा,0
हा तो एक बात बताओ 5 साल के अंदर न कोई दंगा हुआ नही कोई देश के अंदर कोई बम विस्फोट हुआ भाई लोग असलियत यही की यही लोग जातिवाद के नाम पर जहर उगलेंगे और जितने भी मुसलमान भाई है 2004 और 2004 के बाद में बिहार में अंतर देख तब किसी को सपोर्ट करो ये सब सिर्फ आपलोगो को वोट बैंक समझते है,0
शरीर से प्रेम है तो व्यायाम करें आत्मा से प्रेम है तो ध्यान करें देश से प्रेम है तो मतदान अवश्य करें । \U0001f64 f,0
यहां राजस्थान में कांग्रेस की सरकार बनी। अब यहां पर किस तरह के सवाल उठ रहे हैं10 दिन हो गए 100 दिन हो गए कर्जमा,0
UN द्वारा मसूद अजहर को ग्लोबल आतंकी घोषित करने के खिलाफ कांंग्रेस जा सकती है निर्वाचन आयोग ये आचार संहिता के उल्लंघन,0
आदरणीय बाबा जीचरण स्पर्श हमारे कॉलोनी रुस्तमपुर की सड़क बनवाने की कृपा करें । विगत 10 वर्षों से गड्ढा युक्त है यह रोड। कृपया गड्ढा युक्त सड़क से नागरिकों को मुक्ति दिलाएं । \U0001 f64f \U0001 f64f \U0001 f64f \U0001 f64f \U0001f64 f,0
Sare tumlog bi brastachari jailme,1
पूर्वी दिल्ली आज दिल्ली की बेटी आतिशी को अपना एक एक वोट देकर विजयी बनाएँ यह काम की राजनीति करेंगी नाम की नहीं Good luck,0
ना आमिर औन ना सलमानशाहरुख करीना कपूर को ने बताया इस अभिनेता को सबसे बड़ा खान httpstc o6mEZHE u0ia,0
\U0001 f49d \U0001 f4a6 तुम्हे ना देख कर कब तक \U0001 f914 सब्र करूँ \U0001f613 आँखे तो बँद \U0001 f648 कर लूँ पर इस दिल \ u2764 का क्या करूँ \ U0001 f60d \U0001 f914 httpstc okO0Gz bnZ,0
थमते थमते थमेंगे आँसू रोना है कोई हंसी नहीं हैं,0
चारा चोरनी का शाप भी लगता है क्या httpstc o88I6xSWRDO,0
Sant Shri Asaram Bapu Ji बताते हैं गर्मियों में अपने स्वास्थ्य की रक्षा करने हेतु क्या करें यदि गर्मियों में सिर में दर्द बना रहता है तो मुल्तानी मिट्टी से स्नान करें फायदा होगा S ummerHealthTi psByBapuji,0
पहले बीबी बनाया।फिर अम्मी बनाया फिर अम्मी को बीबी बनाया।फिर बीबी को भाभी बनाया फिर भाभी को बीबी बनाया बहोत कन्फ,0
बस करो गावस्कर \U0001 f606 \U0001 f606 अब वेंगसरकर को भी खेलने दो । गजब हो यार बीबीसी तुम भी टोटल बीसी हो गए हो क्या \U0001 f61c \U0001 f61c अब इसमें भी मोदी खोज ही लिए \U0001 f601 \U0001 f601 अब और कंहा कंहा और मोदी जी का दोष और हाथ पांव बताओगे बाबा जी लोग \U0001f644 \U0001f644,1
बेगुनाह कन्हैया पर राष्ट्रद्रोह तो मोदी पर कयों नही विदेश सेघोषित हुए देश को बांटने वाले प्रमुख Chiefकया मोदी भी जेल जायेगा,1
SpiritualSunda y12 thMay इंसान जब सत्संग में आता है तो उसके बुरे कर्म ख़त्म होते चले जाते,0
भेनचो क्या मस्त पपीते हैं,1
Khuafekhuda dekhna ha to musalman ka dekho jo rozay me wuzu ka pani moo me le kr b nahi peeta \ u2665,0
तुम ससुर बुड़बक ही रहोगे अरे उ जहाज़वा है न उ बादलवा में छुप जाएगा तो कैसे दिखेगा बुड़बक,0
केजरी सरजी ने भले 18 टिकट ही बेचे लेकिन 6 करोड़ से एक ढेला कम नहीं कियाउसूलों का पक्के इंसान हैं \U0001f44 d,0
Ye sale pde likhe chutiya hai \U0001 f61c \U0001 f918,1
फ़िर भी बोलते हैं मोदी ने क्या किया \U0001f644 जिनको अभी भी नहीं समझ आया वो 23 मई का इंतज़ार करेंअभी तो ट्रेलर था फ़िल्म तो अ,0
फर्जी बाबा होप्रमोदऐसे ही रोते बिलखते रहोगेयह मेरा शाप है \ U0001 f620 httpst coUeS3TQ gipI,1
केजरीवाल की अगली रैली के लिए अलग तरह का बंदोबस्त थप्पड़ मारना होगा मुशकिलhttpstco9fzVT n2Pq8,1
कुछ चमचें Twitter पर तमंचे और बंदूक लिए फोटो डालते हैं \U0001 f644 \U0001f644 \U0001 f644 ये वहीं चमचें हैं जो पूछते हैं चच्चा ये \U0001 f415,1
